Tue Jun  1 12:16:27 2021
First batch shape: (The shape of batches are not same)
torch.Size([13, 8, 512]) 12
epo0 <tr>-<gen>: l_dis=1.47-1.47, l_cla=6.22-6.22, l_rec=66.57-90.42, l1=0.00, cer=146.42-122.24-121.92, time=56.7
epo1995 <tr>-<gen>: l_dis=0.07-10.72, l_cla=0.98-2.23, l_rec=2.19-5.17, l1=0.00, cer=2.05-4.80-3.69, time=34.2
epo1996 <tr>-<gen>: l_dis=0.04-9.50, l_cla=0.88-2.06, l_rec=2.78-5.47, l1=0.00, cer=3.58-5.82-3.99, time=34.2
epo1997 <tr>-<gen>: l_dis=0.07-9.73, l_cla=0.92-2.07, l_rec=2.22-5.90, l1=0.00, cer=2.13-5.40-5.72, time=34.5
epo1998 <tr>-<gen>: l_dis=0.04-10.36, l_cla=0.89-2.14, l_rec=2.64-6.03, l1=0.00, cer=3.12-6.36-4.79, time=34.2
epo1999 <tr>-<gen>: l_dis=0.05-10.57, l_cla=0.86-2.11, l_rec=2.17-6.67, l1=0.00, cer=2.52-5.30-6.34, time=34.2
epo2000 <tr>-<gen>: l_dis=0.10-8.43, l_cla=1.03-2.46, l_rec=2.64-6.62, l1=0.00, cer=3.10-6.43-5.62, time=34.3
EVAL: l_dis=8.036, l_cla=21.454, l_rec=5.122, cer=5.19-4.86, time=12.0
epo2001 <tr>-<gen>: l_dis=0.04-8.58, l_cla=0.87-1.86, l_rec=2.18-6.00, l1=0.00, cer=2.34-6.03-5.36, time=33.8
epo2002 <tr>-<gen>: l_dis=0.06-10.31, l_cla=0.79-2.02, l_rec=1.85-7.17, l1=0.00, cer=1.28-6.18-5.47, time=34.6
epo2003 <tr>-<gen>: l_dis=0.04-10.53, l_cla=0.82-2.71, l_rec=1.60-7.05, l1=0.00, cer=1.75-5.52-5.92, time=35.4
epo2004 <tr>-<gen>: l_dis=0.04-10.66, l_cla=0.98-2.34, l_rec=2.54-5.93, l1=0.00, cer=2.77-5.71-4.85, time=34.6
epo2005 <tr>-<gen>: l_dis=0.08-8.34, l_cla=0.91-2.08, l_rec=1.82-5.77, l1=0.00, cer=2.13-4.26-4.90, time=34.7
epo2006 <tr>-<gen>: l_dis=0.06-8.44, l_cla=0.90-2.30, l_rec=2.04-6.02, l1=0.00, cer=2.61-6.07-4.33, time=34.4
epo2007 <tr>-<gen>: l_dis=0.03-9.84, l_cla=0.79-2.21, l_rec=2.58-5.93, l1=0.00, cer=2.51-5.64-5.46, time=34.4
epo2008 <tr>-<gen>: l_dis=0.05-9.32, l_cla=0.97-2.11, l_rec=2.28-5.59, l1=0.00, cer=2.28-5.19-4.63, time=35.1
epo2009 <tr>-<gen>: l_dis=0.06-10.11, l_cla=0.90-2.08, l_rec=1.90-6.45, l1=0.00, cer=1.80-5.65-6.27, time=34.5
epo2010 <tr>-<gen>: l_dis=0.04-9.53, l_cla=0.95-2.15, l_rec=1.96-5.68, l1=0.00, cer=2.10-5.21-4.94, time=34.5
epo2011 <tr>-<gen>: l_dis=0.04-10.45, l_cla=0.86-2.49, l_rec=2.26-6.06, l1=0.00, cer=2.42-4.29-6.20, time=34.6
epo2012 <tr>-<gen>: l_dis=0.06-9.44, l_cla=0.78-1.99, l_rec=2.79-5.61, l1=0.00, cer=2.57-4.31-4.95, time=34.4
epo2013 <tr>-<gen>: l_dis=0.05-9.00, l_cla=0.86-2.09, l_rec=2.30-6.02, l1=0.00, cer=2.67-5.22-5.76, time=34.5
epo2014 <tr>-<gen>: l_dis=0.05-10.29, l_cla=0.90-2.47, l_rec=2.04-6.03, l1=0.00, cer=2.17-5.82-5.72, time=34.4
epo2015 <tr>-<gen>: l_dis=0.05-11.58, l_cla=0.85-2.39, l_rec=2.01-6.49, l1=0.00, cer=2.30-5.99-6.36, time=34.7
epo2016 <tr>-<gen>: l_dis=0.14-9.46, l_cla=0.93-2.22, l_rec=1.98-6.51, l1=0.00, cer=1.94-5.66-6.00, time=34.5
epo2017 <tr>-<gen>: l_dis=0.11-8.71, l_cla=0.84-2.40, l_rec=1.98-6.16, l1=0.00, cer=2.09-5.94-5.47, time=34.6
epo2018 <tr>-<gen>: l_dis=0.09-8.32, l_cla=0.80-2.21, l_rec=1.93-5.45, l1=0.00, cer=1.80-4.87-3.86, time=34.3
epo2019 <tr>-<gen>: l_dis=0.08-7.85, l_cla=0.96-2.59, l_rec=2.21-6.01, l1=0.00, cer=2.57-6.06-5.35, time=34.3
epo2020 <tr>-<gen>: l_dis=0.05-8.88, l_cla=0.88-2.20, l_rec=2.25-5.83, l1=0.00, cer=2.05-4.96-5.39, time=34.3
EVAL: l_dis=9.153, l_cla=20.806, l_rec=4.904, cer=4.75-4.65, time=11.3
epo2021 <tr>-<gen>: l_dis=0.06-9.43, l_cla=0.91-2.22, l_rec=3.11-6.33, l1=0.00, cer=3.44-5.18-6.55, time=33.9
epo2022 <tr>-<gen>: l_dis=0.09-10.64, l_cla=0.93-2.38, l_rec=1.57-6.07, l1=0.00, cer=1.69-5.43-5.83, time=34.2
epo2023 <tr>-<gen>: l_dis=0.08-8.86, l_cla=0.75-2.27, l_rec=1.74-5.58, l1=0.00, cer=1.69-5.55-4.17, time=34.6
epo2024 <tr>-<gen>: l_dis=0.11-10.34, l_cla=0.96-2.11, l_rec=1.93-6.12, l1=0.00, cer=2.15-5.80-5.10, time=34.4
epo2025 <tr>-<gen>: l_dis=0.06-8.37, l_cla=1.07-2.40, l_rec=2.28-5.54, l1=0.00, cer=2.51-5.07-5.21, time=34.6
epo2026 <tr>-<gen>: l_dis=0.04-11.35, l_cla=0.84-2.44, l_rec=2.35-5.90, l1=0.00, cer=2.81-5.63-5.00, time=34.4
epo2027 <tr>-<gen>: l_dis=0.05-10.62, l_cla=0.87-2.69, l_rec=1.97-5.71, l1=0.00, cer=1.82-4.61-5.70, time=34.4
epo2028 <tr>-<gen>: l_dis=0.07-9.99, l_cla=0.82-2.41, l_rec=1.48-6.10, l1=0.00, cer=1.26-6.17-5.09, time=34.2
epo2029 <tr>-<gen>: l_dis=0.06-10.96, l_cla=0.81-2.48, l_rec=2.74-6.45, l1=0.00, cer=3.28-6.36-5.72, time=34.3
epo2030 <tr>-<gen>: l_dis=0.06-9.54, l_cla=1.03-2.85, l_rec=2.26-6.92, l1=0.00, cer=2.27-5.31-5.89, time=34.3
epo2031 <tr>-<gen>: l_dis=0.04-9.20, l_cla=0.90-2.27, l_rec=2.35-5.81, l1=0.00, cer=1.73-5.01-5.33, time=34.5
epo2032 <tr>-<gen>: l_dis=0.05-10.51, l_cla=0.90-2.24, l_rec=2.03-5.57, l1=0.00, cer=1.90-5.38-5.09, time=34.3
epo2033 <tr>-<gen>: l_dis=0.06-9.53, l_cla=0.86-2.37, l_rec=2.20-5.66, l1=0.00, cer=2.51-5.26-5.21, time=34.5
epo2034 <tr>-<gen>: l_dis=0.08-7.93, l_cla=0.94-2.15, l_rec=1.76-5.36, l1=0.00, cer=1.87-4.40-4.55, time=34.5
epo2035 <tr>-<gen>: l_dis=0.06-8.80, l_cla=0.92-2.19, l_rec=2.10-5.95, l1=0.00, cer=1.95-6.09-5.42, time=34.3
epo2036 <tr>-<gen>: l_dis=0.08-8.63, l_cla=0.86-1.97, l_rec=2.02-6.52, l1=0.00, cer=2.13-6.52-4.87, time=34.4
epo2037 <tr>-<gen>: l_dis=0.06-9.22, l_cla=0.93-2.23, l_rec=1.74-5.69, l1=0.00, cer=1.97-5.58-4.72, time=34.3
epo2038 <tr>-<gen>: l_dis=0.05-9.49, l_cla=0.88-2.17, l_rec=1.83-5.59, l1=0.00, cer=1.41-5.18-4.46, time=34.1
epo2039 <tr>-<gen>: l_dis=0.06-10.59, l_cla=0.77-2.09, l_rec=1.42-5.65, l1=0.00, cer=1.16-4.70-4.89, time=34.4
epo2040 <tr>-<gen>: l_dis=0.09-9.46, l_cla=0.93-2.15, l_rec=1.50-6.06, l1=0.00, cer=1.46-5.67-5.93, time=34.4
EVAL: l_dis=7.895, l_cla=20.424, l_rec=4.754, cer=4.08-3.89, time=11.4
epo2041 <tr>-<gen>: l_dis=0.06-8.14, l_cla=0.89-1.99, l_rec=2.13-5.54, l1=0.00, cer=2.32-5.28-4.20, time=33.8
epo2042 <tr>-<gen>: l_dis=0.04-9.35, l_cla=1.00-2.18, l_rec=1.59-5.22, l1=0.00, cer=1.28-4.06-4.33, time=35.0
epo2043 <tr>-<gen>: l_dis=0.04-9.44, l_cla=0.83-2.09, l_rec=2.82-5.31, l1=0.00, cer=3.22-5.48-3.95, time=34.3
epo2044 <tr>-<gen>: l_dis=0.06-9.52, l_cla=0.77-2.00, l_rec=1.73-5.47, l1=0.00, cer=1.55-4.75-5.01, time=34.8
epo2045 <tr>-<gen>: l_dis=0.08-9.66, l_cla=0.95-2.09, l_rec=1.78-5.34, l1=0.00, cer=2.08-4.45-4.10, time=34.1
epo2046 <tr>-<gen>: l_dis=0.06-8.98, l_cla=0.81-2.03, l_rec=1.83-5.58, l1=0.00, cer=1.85-4.52-5.71, time=34.5
epo2047 <tr>-<gen>: l_dis=0.05-10.53, l_cla=0.91-2.06, l_rec=2.67-5.29, l1=0.00, cer=3.03-5.11-3.85, time=34.3
epo2048 <tr>-<gen>: l_dis=0.10-9.36, l_cla=0.87-2.44, l_rec=1.79-5.76, l1=0.00, cer=1.53-5.41-4.60, time=34.7
epo2049 <tr>-<gen>: l_dis=0.06-9.00, l_cla=0.92-2.05, l_rec=1.56-5.94, l1=0.00, cer=1.50-5.43-5.20, time=34.3
epo2050 <tr>-<gen>: l_dis=0.05-11.64, l_cla=0.97-2.34, l_rec=2.19-5.80, l1=0.00, cer=2.39-6.14-3.60, time=34.3
epo2051 <tr>-<gen>: l_dis=0.10-9.49, l_cla=0.95-2.24, l_rec=2.09-5.50, l1=0.00, cer=2.68-5.21-5.15, time=33.5
epo2052 <tr>-<gen>: l_dis=0.06-10.09, l_cla=0.88-2.16, l_rec=2.20-6.55, l1=0.00, cer=1.62-5.91-6.14, time=34.1
epo2053 <tr>-<gen>: l_dis=0.06-9.73, l_cla=0.84-2.21, l_rec=2.05-6.45, l1=0.00, cer=2.05-5.43-5.87, time=34.5
epo2054 <tr>-<gen>: l_dis=0.05-9.45, l_cla=0.81-2.48, l_rec=2.05-6.37, l1=0.00, cer=1.60-6.20-6.10, time=34.5
epo2055 <tr>-<gen>: l_dis=0.05-9.84, l_cla=0.72-2.47, l_rec=1.92-5.43, l1=0.00, cer=2.13-4.16-5.74, time=34.9
epo2056 <tr>-<gen>: l_dis=0.11-9.45, l_cla=0.97-2.42, l_rec=2.05-5.88, l1=0.00, cer=1.96-5.52-4.98, time=34.6
epo2057 <tr>-<gen>: l_dis=0.09-8.61, l_cla=0.82-2.17, l_rec=2.16-6.14, l1=0.00, cer=2.85-5.22-5.47, time=34.3
epo2058 <tr>-<gen>: l_dis=0.05-8.61, l_cla=1.04-2.39, l_rec=1.90-6.40, l1=0.00, cer=2.30-6.59-4.88, time=34.5
epo2059 <tr>-<gen>: l_dis=0.06-10.65, l_cla=0.78-2.61, l_rec=1.84-5.72, l1=0.00, cer=1.66-5.45-5.12, time=34.5
epo2060 <tr>-<gen>: l_dis=0.08-8.64, l_cla=0.88-2.84, l_rec=2.65-5.40, l1=0.00, cer=3.98-4.63-5.30, time=34.4
EVAL: l_dis=7.729, l_cla=21.102, l_rec=5.088, cer=5.19-4.54, time=11.2
epo2061 <tr>-<gen>: l_dis=0.09-8.52, l_cla=0.94-2.43, l_rec=2.31-5.48, l1=0.00, cer=2.47-4.69-5.27, time=33.9
epo2062 <tr>-<gen>: l_dis=0.06-9.16, l_cla=0.77-2.03, l_rec=2.11-4.64, l1=0.00, cer=1.96-4.29-3.72, time=34.6
epo2063 <tr>-<gen>: l_dis=0.06-9.57, l_cla=0.88-2.15, l_rec=2.05-5.80, l1=0.00, cer=2.21-4.99-5.69, time=34.4
epo2064 <tr>-<gen>: l_dis=0.04-10.04, l_cla=0.91-1.91, l_rec=2.45-5.86, l1=0.00, cer=2.35-5.24-4.91, time=34.7
epo2065 <tr>-<gen>: l_dis=0.09-9.85, l_cla=0.88-2.11, l_rec=1.90-6.74, l1=0.00, cer=1.95-6.12-6.76, time=34.6
epo2066 <tr>-<gen>: l_dis=0.06-9.97, l_cla=0.77-2.14, l_rec=2.71-5.71, l1=0.00, cer=2.78-4.76-6.17, time=34.4
epo2067 <tr>-<gen>: l_dis=0.09-8.76, l_cla=0.88-1.81, l_rec=2.44-5.16, l1=0.00, cer=2.95-4.58-4.01, time=34.6
epo2068 <tr>-<gen>: l_dis=0.07-8.15, l_cla=0.93-2.06, l_rec=1.96-5.91, l1=0.00, cer=2.27-5.36-4.81, time=34.3
epo2069 <tr>-<gen>: l_dis=0.05-9.18, l_cla=0.80-2.08, l_rec=1.55-5.81, l1=0.00, cer=1.71-4.58-5.94, time=34.1
epo2070 <tr>-<gen>: l_dis=0.06-10.45, l_cla=0.81-2.28, l_rec=1.91-5.43, l1=0.00, cer=2.27-5.71-3.46, time=34.6
epo2071 <tr>-<gen>: l_dis=0.07-8.98, l_cla=0.84-2.27, l_rec=1.79-5.74, l1=0.00, cer=2.26-4.05-5.50, time=34.6
epo2072 <tr>-<gen>: l_dis=0.08-9.11, l_cla=0.83-2.08, l_rec=1.78-5.40, l1=0.00, cer=1.94-4.17-4.92, time=34.6
epo2073 <tr>-<gen>: l_dis=0.07-8.54, l_cla=0.93-2.46, l_rec=2.59-6.01, l1=0.00, cer=3.14-4.76-5.07, time=34.5
epo2074 <tr>-<gen>: l_dis=0.03-10.09, l_cla=0.98-2.21, l_rec=1.99-6.44, l1=0.00, cer=2.03-5.63-6.13, time=34.6
epo2075 <tr>-<gen>: l_dis=0.07-10.70, l_cla=0.81-2.25, l_rec=2.03-5.42, l1=0.00, cer=2.15-5.18-4.78, time=35.2
epo2076 <tr>-<gen>: l_dis=0.07-7.66, l_cla=0.80-2.24, l_rec=2.07-6.00, l1=0.00, cer=1.95-5.33-5.62, time=34.5
epo2077 <tr>-<gen>: l_dis=0.07-10.84, l_cla=0.88-2.24, l_rec=2.13-6.01, l1=0.00, cer=2.04-6.01-4.79, time=34.3
epo2078 <tr>-<gen>: l_dis=0.08-8.29, l_cla=1.02-2.18, l_rec=1.74-5.82, l1=0.00, cer=1.95-5.45-4.61, time=34.7
epo2079 <tr>-<gen>: l_dis=0.11-9.38, l_cla=0.88-2.26, l_rec=2.19-6.26, l1=0.00, cer=2.26-5.84-5.45, time=34.3
epo2080 <tr>-<gen>: l_dis=0.05-8.91, l_cla=0.88-2.08, l_rec=2.04-5.18, l1=0.00, cer=2.41-4.77-4.42, time=34.6
EVAL: l_dis=8.663, l_cla=20.825, l_rec=5.143, cer=5.19-4.43, time=11.4
epo2081 <tr>-<gen>: l_dis=0.08-9.76, l_cla=0.86-1.97, l_rec=1.55-5.56, l1=0.00, cer=1.79-4.92-5.25, time=33.9
epo2082 <tr>-<gen>: l_dis=0.08-8.64, l_cla=0.91-1.97, l_rec=1.83-5.47, l1=0.00, cer=1.73-4.61-5.10, time=34.4
epo2083 <tr>-<gen>: l_dis=0.05-9.14, l_cla=0.89-2.00, l_rec=1.72-5.77, l1=0.00, cer=1.36-5.47-4.69, time=34.5
epo2084 <tr>-<gen>: l_dis=0.07-10.19, l_cla=0.86-2.34, l_rec=1.86-6.02, l1=0.00, cer=1.57-5.50-4.80, time=34.4
epo2085 <tr>-<gen>: l_dis=0.05-9.25, l_cla=0.92-2.18, l_rec=2.25-5.85, l1=0.00, cer=1.87-4.59-5.69, time=34.6
epo2086 <tr>-<gen>: l_dis=0.06-9.98, l_cla=0.73-2.35, l_rec=2.43-5.82, l1=0.00, cer=2.90-4.76-4.96, time=34.4
epo2087 <tr>-<gen>: l_dis=0.06-10.05, l_cla=0.82-2.47, l_rec=1.80-5.64, l1=0.00, cer=1.69-5.42-4.32, time=34.7
epo2088 <tr>-<gen>: l_dis=0.04-11.88, l_cla=0.85-2.35, l_rec=2.00-5.67, l1=0.00, cer=1.77-4.83-4.65, time=34.4
epo2089 <tr>-<gen>: l_dis=0.11-10.26, l_cla=0.75-2.34, l_rec=1.79-6.61, l1=0.00, cer=1.54-6.87-6.22, time=34.7
epo2090 <tr>-<gen>: l_dis=0.07-9.17, l_cla=0.74-2.23, l_rec=2.38-6.14, l1=0.00, cer=2.64-5.24-5.70, time=34.5
epo2091 <tr>-<gen>: l_dis=0.05-11.82, l_cla=0.82-2.13, l_rec=2.54-6.10, l1=0.00, cer=3.14-5.75-4.68, time=34.4
epo2092 <tr>-<gen>: l_dis=0.06-11.99, l_cla=0.86-2.36, l_rec=2.54-5.53, l1=0.00, cer=2.99-5.09-4.74, time=34.6
epo2093 <tr>-<gen>: l_dis=0.06-9.42, l_cla=0.89-2.62, l_rec=2.80-5.92, l1=0.00, cer=3.06-4.75-5.90, time=34.4
epo2094 <tr>-<gen>: l_dis=0.05-11.43, l_cla=1.07-2.32, l_rec=2.24-6.48, l1=0.00, cer=2.46-6.23-6.38, time=34.2
epo2095 <tr>-<gen>: l_dis=0.08-9.35, l_cla=0.92-2.19, l_rec=2.48-6.58, l1=0.00, cer=2.90-6.07-6.00, time=34.6
epo2096 <tr>-<gen>: l_dis=0.06-8.15, l_cla=0.85-2.16, l_rec=1.68-6.20, l1=0.00, cer=1.70-5.72-6.46, time=34.3
epo2097 <tr>-<gen>: l_dis=0.05-9.17, l_cla=0.92-2.06, l_rec=1.49-5.23, l1=0.00, cer=1.28-4.72-5.05, time=34.5
epo2098 <tr>-<gen>: l_dis=0.08-10.49, l_cla=0.81-2.19, l_rec=2.40-6.93, l1=0.00, cer=2.57-6.44-5.81, time=34.4
epo2099 <tr>-<gen>: l_dis=0.05-10.45, l_cla=0.89-2.29, l_rec=2.21-6.72, l1=0.00, cer=2.20-6.25-5.57, time=34.3
epo2100 <tr>-<gen>: l_dis=0.04-10.55, l_cla=0.91-2.14, l_rec=3.21-6.79, l1=0.00, cer=4.32-6.34-6.36, time=34.5
EVAL: l_dis=10.523, l_cla=20.746, l_rec=5.330, cer=4.53-5.51, time=11.6
epo2101 <tr>-<gen>: l_dis=0.08-11.18, l_cla=0.86-2.10, l_rec=1.79-6.04, l1=0.00, cer=1.61-5.10-5.30, time=34.3
epo2102 <tr>-<gen>: l_dis=0.11-7.96, l_cla=0.82-2.24, l_rec=2.65-6.07, l1=0.00, cer=2.96-4.93-6.37, time=34.5
epo2103 <tr>-<gen>: l_dis=0.08-8.12, l_cla=0.78-2.23, l_rec=1.38-5.49, l1=0.00, cer=1.22-5.54-4.91, time=34.5
epo2104 <tr>-<gen>: l_dis=0.05-8.36, l_cla=0.90-1.97, l_rec=2.10-5.13, l1=0.00, cer=2.18-4.43-4.92, time=34.6
epo2105 <tr>-<gen>: l_dis=0.06-8.51, l_cla=0.77-2.50, l_rec=2.40-5.44, l1=0.00, cer=2.77-4.44-5.11, time=34.7
epo2106 <tr>-<gen>: l_dis=0.07-8.33, l_cla=0.87-2.22, l_rec=2.41-5.35, l1=0.00, cer=2.54-5.34-4.84, time=34.9
epo2107 <tr>-<gen>: l_dis=0.05-9.79, l_cla=0.83-2.00, l_rec=2.04-5.89, l1=0.00, cer=2.27-5.99-4.65, time=34.6
epo2108 <tr>-<gen>: l_dis=0.04-9.46, l_cla=0.81-2.14, l_rec=2.78-6.27, l1=0.00, cer=3.34-5.52-5.75, time=34.9
epo2109 <tr>-<gen>: l_dis=0.06-9.43, l_cla=0.90-1.93, l_rec=1.91-5.65, l1=0.00, cer=1.65-4.83-4.71, time=34.6
epo2110 <tr>-<gen>: l_dis=0.08-9.81, l_cla=0.84-1.93, l_rec=1.80-5.04, l1=0.00, cer=1.71-4.53-4.47, time=34.5
epo2111 <tr>-<gen>: l_dis=0.11-7.68, l_cla=0.92-2.12, l_rec=2.35-6.14, l1=0.00, cer=2.94-5.58-5.24, time=34.6
epo2112 <tr>-<gen>: l_dis=0.04-9.49, l_cla=0.90-2.27, l_rec=2.95-5.75, l1=0.00, cer=3.61-5.30-5.11, time=34.7
epo2113 <tr>-<gen>: l_dis=0.05-11.45, l_cla=0.69-2.33, l_rec=1.67-5.51, l1=0.00, cer=1.53-4.74-4.50, time=34.5
epo2114 <tr>-<gen>: l_dis=0.04-9.59, l_cla=0.87-2.44, l_rec=1.40-5.88, l1=0.00, cer=1.07-5.29-5.51, time=34.5
epo2115 <tr>-<gen>: l_dis=0.05-10.74, l_cla=0.86-2.17, l_rec=2.57-5.48, l1=0.00, cer=3.06-5.54-4.14, time=34.9
epo2116 <tr>-<gen>: l_dis=0.06-9.24, l_cla=0.80-2.23, l_rec=1.85-5.72, l1=0.00, cer=1.43-4.82-5.18, time=34.3
epo2117 <tr>-<gen>: l_dis=0.06-8.96, l_cla=0.82-1.90, l_rec=1.70-5.28, l1=0.00, cer=1.81-4.89-5.07, time=34.6
epo2118 <tr>-<gen>: l_dis=0.05-10.73, l_cla=0.71-1.94, l_rec=2.01-4.85, l1=0.00, cer=1.89-4.00-4.05, time=34.5
epo2119 <tr>-<gen>: l_dis=0.07-8.81, l_cla=0.87-2.43, l_rec=2.07-5.69, l1=0.00, cer=2.27-4.84-4.99, time=34.5
epo2120 <tr>-<gen>: l_dis=0.06-8.57, l_cla=0.88-2.11, l_rec=1.93-6.58, l1=0.00, cer=2.25-5.69-6.16, time=34.6
EVAL: l_dis=9.067, l_cla=21.894, l_rec=5.772, cer=4.75-5.62, time=11.3
epo2121 <tr>-<gen>: l_dis=0.09-8.13, l_cla=0.74-2.33, l_rec=1.60-5.94, l1=0.00, cer=1.56-5.57-5.81, time=33.9
epo2122 <tr>-<gen>: l_dis=0.04-7.79, l_cla=0.74-2.20, l_rec=1.52-5.33, l1=0.00, cer=1.42-5.23-3.86, time=34.9
epo2123 <tr>-<gen>: l_dis=0.06-9.50, l_cla=0.81-2.16, l_rec=2.39-6.30, l1=0.00, cer=2.64-6.99-5.36, time=34.4
epo2124 <tr>-<gen>: l_dis=0.06-8.73, l_cla=0.78-2.18, l_rec=2.00-5.52, l1=0.00, cer=2.28-5.01-5.07, time=34.7
epo2125 <tr>-<gen>: l_dis=0.05-9.76, l_cla=0.82-2.52, l_rec=1.30-5.42, l1=0.00, cer=0.82-4.78-5.30, time=34.4
epo2126 <tr>-<gen>: l_dis=0.04-9.16, l_cla=0.77-2.00, l_rec=2.15-5.46, l1=0.00, cer=2.09-5.08-4.85, time=34.6
epo2127 <tr>-<gen>: l_dis=0.05-9.93, l_cla=0.81-2.04, l_rec=2.28-6.10, l1=0.00, cer=2.41-5.60-5.28, time=34.4
epo2128 <tr>-<gen>: l_dis=0.06-10.49, l_cla=0.83-2.41, l_rec=1.71-5.71, l1=0.00, cer=1.75-5.76-4.42, time=34.2
epo2129 <tr>-<gen>: l_dis=0.07-8.59, l_cla=0.90-2.38, l_rec=2.01-5.98, l1=0.00, cer=2.70-5.90-5.28, time=34.4
epo2130 <tr>-<gen>: l_dis=0.07-8.80, l_cla=0.69-2.05, l_rec=1.86-5.44, l1=0.00, cer=1.90-5.15-4.38, time=34.4
epo2131 <tr>-<gen>: l_dis=0.04-10.74, l_cla=0.78-2.20, l_rec=1.33-5.07, l1=0.00, cer=0.98-4.36-5.21, time=34.3
epo2132 <tr>-<gen>: l_dis=0.07-10.88, l_cla=0.89-1.98, l_rec=1.94-5.29, l1=0.00, cer=2.00-4.82-4.92, time=34.3
epo2133 <tr>-<gen>: l_dis=0.05-9.51, l_cla=0.78-2.21, l_rec=2.01-5.29, l1=0.00, cer=1.84-4.29-5.24, time=34.6
epo2134 <tr>-<gen>: l_dis=0.06-10.11, l_cla=0.90-2.19, l_rec=1.59-5.56, l1=0.00, cer=2.00-5.83-4.38, time=34.4
epo2135 <tr>-<gen>: l_dis=0.07-10.49, l_cla=0.92-2.30, l_rec=2.37-5.52, l1=0.00, cer=2.37-4.91-4.97, time=34.5
epo2136 <tr>-<gen>: l_dis=0.10-8.40, l_cla=0.86-2.17, l_rec=2.26-5.86, l1=0.00, cer=2.09-4.31-5.58, time=34.4
epo2137 <tr>-<gen>: l_dis=0.05-10.65, l_cla=0.91-2.40, l_rec=2.54-6.06, l1=0.00, cer=3.12-5.01-6.04, time=34.7
epo2138 <tr>-<gen>: l_dis=0.04-11.41, l_cla=0.86-2.61, l_rec=1.41-6.27, l1=0.00, cer=1.32-5.64-5.38, time=34.4
epo2139 <tr>-<gen>: l_dis=0.09-9.85, l_cla=0.82-2.14, l_rec=1.99-6.12, l1=0.00, cer=1.91-4.92-6.09, time=34.3
epo2140 <tr>-<gen>: l_dis=0.06-9.59, l_cla=0.82-2.29, l_rec=2.16-5.69, l1=0.00, cer=2.08-5.31-5.11, time=35.3
EVAL: l_dis=11.441, l_cla=21.691, l_rec=5.472, cer=5.30-4.22, time=11.3
epo2141 <tr>-<gen>: l_dis=0.10-8.97, l_cla=0.80-2.15, l_rec=2.15-6.52, l1=0.00, cer=2.61-5.53-5.59, time=34.1
epo2142 <tr>-<gen>: l_dis=0.02-11.01, l_cla=0.86-2.34, l_rec=1.60-6.03, l1=0.00, cer=1.61-5.01-5.19, time=34.3
epo2143 <tr>-<gen>: l_dis=0.11-10.62, l_cla=0.96-2.43, l_rec=1.98-5.61, l1=0.00, cer=2.25-4.73-5.82, time=34.6
epo2144 <tr>-<gen>: l_dis=0.06-8.15, l_cla=0.82-2.09, l_rec=2.46-4.88, l1=0.00, cer=3.04-4.11-4.22, time=34.4
epo2145 <tr>-<gen>: l_dis=0.04-9.44, l_cla=0.82-2.08, l_rec=1.97-5.39, l1=0.00, cer=2.13-5.18-4.54, time=34.7
epo2146 <tr>-<gen>: l_dis=0.06-12.20, l_cla=0.83-2.41, l_rec=1.79-6.59, l1=0.00, cer=1.99-6.05-6.33, time=34.3
epo2147 <tr>-<gen>: l_dis=0.06-11.57, l_cla=0.75-2.30, l_rec=2.02-5.60, l1=0.00, cer=2.53-4.98-5.47, time=34.4
epo2148 <tr>-<gen>: l_dis=0.10-8.19, l_cla=0.72-2.47, l_rec=2.26-5.84, l1=0.00, cer=2.31-5.16-4.46, time=34.4
epo2149 <tr>-<gen>: l_dis=0.07-8.32, l_cla=0.74-2.30, l_rec=2.08-5.89, l1=0.00, cer=2.62-5.36-4.71, time=34.3
epo2150 <tr>-<gen>: l_dis=0.06-9.02, l_cla=0.82-2.36, l_rec=2.10-5.71, l1=0.00, cer=2.26-5.76-4.71, time=34.3
epo2151 <tr>-<gen>: l_dis=0.06-8.46, l_cla=0.78-2.33, l_rec=2.21-5.62, l1=0.00, cer=2.55-4.58-5.32, time=33.8
epo2152 <tr>-<gen>: l_dis=0.04-11.07, l_cla=0.74-2.38, l_rec=2.47-5.66, l1=0.00, cer=3.38-5.46-5.48, time=34.4
epo2153 <tr>-<gen>: l_dis=0.05-9.98, l_cla=0.65-2.47, l_rec=2.23-8.32, l1=0.00, cer=2.16-7.38-6.15, time=34.1
epo2154 <tr>-<gen>: l_dis=0.05-9.60, l_cla=0.70-2.42, l_rec=2.82-7.61, l1=0.00, cer=3.73-7.63-5.60, time=34.7
epo2155 <tr>-<gen>: l_dis=0.06-10.37, l_cla=0.80-2.50, l_rec=1.92-5.76, l1=0.00, cer=1.82-5.78-4.78, time=34.3
epo2156 <tr>-<gen>: l_dis=0.08-8.63, l_cla=0.86-2.61, l_rec=1.54-5.83, l1=0.00, cer=1.34-6.10-4.67, time=34.7
epo2157 <tr>-<gen>: l_dis=0.08-10.11, l_cla=0.78-2.41, l_rec=2.07-6.26, l1=0.00, cer=2.47-5.53-5.95, time=34.3
epo2158 <tr>-<gen>: l_dis=0.07-9.09, l_cla=0.74-2.26, l_rec=1.78-5.66, l1=0.00, cer=2.33-5.98-4.29, time=34.3
